country,variety,points
France,White Blend,90
France,Pinot Blanc,90
France,Red Blend,94
France,Tannat-Cabernet,94
France,Malbec-Merlot,93
France,Provence red blend,93
France,Pinot Noir,91
France,Bordeaux-style Red Blend,91
France,Chardonnay,91
France,Malbec,90
France,Red Blend,90
France,Chardonnay,90
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Bordeaux-style Red Blend,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Pinot Noir,88
France,Rosé,90
France,Rosé,85
France,Red Blend,85
France,Pinot Noir-Gamay,85
France,Rosé,85
France,Malbec,85
France,Rhône-style Red Blend,85
France,Malbec,89
France,Gros Manseng,89
France,White Blend,89
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Chardonnay,90
France,Sylvaner,90
France,Pinot Noir,90
France,White Blend,90
France,Pinot Blanc,90
France,Chardonnay,90
France,Romorantin,90
France,Sauvignon Blanc,90
France,Pinot Noir,90
France,Sauvignon Blanc,90
France,Rosé,90
France,Riesling,92
France,Riesling,92
France,Gewürztraminer,92
France,Tannat-Cabernet,93
France,Rosé,93
France,Rosé,93
France,Malbec,93
France,Rosé,93
France,Rosé,93
France,Tannat-Merlot,93
France,Duras,89
France,White Blend,89
France,Sauvignon Blanc,85
France,White Blend,85
France,Rhône-style White Blend,85
France,Rosé,85
France,Bordeaux-style White Blend,85
France,Chardonnay,85
France,White Blend,85
France,Gamay,91
France,Bordeaux-style Red Blend,91
France,Gamay,91
France,Bordeaux-style Red Blend,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Chardonnay,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Pinot Blanc,90
France,Pinot Auxerrois,90
France,Pinot Blanc,90
France,Pinot Noir,90
France,Chardonnay,90
France,Malbec,93
France,Tannat-Cabernet,93
France,Rosé,93
France,Chardonnay,90
France,Chardonnay,90
France,Champagne Blend,90
France,Riesling,92
France,Riesling,92
France,Riesling,92
France,Riesling,92
France,Riesling,92
France,Riesling,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Rhône-style White Blend,85
France,Chardonnay,85
France,Colombard-Sauvignon Blanc,85
France,Malbec-Merlot,85
France,Malbec,85
France,Marsanne,85
France,Malbec,85
France,White Blend,85
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Red Blend,89
France,Malbec,89
France,Red Blend,89
France,Gros and Petit Manseng,88
France,Malbec,88
France,Tannat,91
France,Chardonnay,91
France,Pinot Noir,91
France,Bordeaux-style Red Blend,91
France,Viognier,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Chardonnay,91
France,Bordeaux-style Red Blend,91
France,Petit Manseng,91
France,Pinot Noir,91
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Melon,88
France,Sylvaner,90
France,Sylvaner,90
France,Chardonnay,90
France,Sauvignon Blanc,90
France,White Blend,90
France,Rosé,90
France,Rosé,90
France,Bordeaux-style White Blend,90
France,Melon,90
France,Malbec-Merlot,90
France,Bordeaux-style Red Blend,90
France,Tannat-Cabernet Franc,90
France,Gros Manseng,92
France,Rosé,92
France,Rosé,92
France,Tannat,92
France,Rosé,92
France,Red Blend,92
France,Malbec,85
France,Rhône-style White Blend,84
France,Bordeaux-style White Blend,84
France,Riesling,91
France,Pinot Blanc,91
France,Gewürztraminer,91
France,Bordeaux-style White Blend,91
France,Riesling,91
France,Bordeaux-style Red Blend,87
France,Champagne Blend,91
France,Malbec,91
France,Champagne Blend,91
France,Champagne Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,88
France,Red Blend,88
France,Bordeaux-style White Blend,88
France,Red Blend,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Chenin Blanc,88
France,Bordeaux-style Red Blend,88
France,Rosé,88
France,Chardonnay,90
France,Pinot Noir,90
France,Chardonnay,90
France,Rosé,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Auxerrois,90
France,Pinot Noir,90
France,Pinot Blanc,90
France,Sauvignon Blanc,90
France,Sauvignon Blanc,90
France,Sauvignon Blanc,90
France,Sauvignon Blanc,90
France,Sauvignon Blanc,90
France,Sauvignon Blanc,90
France,Rosé,92
France,Rosé,92
France,Rosé,92
France,Red Blend,92
France,Rosé,84
France,Pinot Noir-Gamay,84
France,Chardonnay,84
France,Rosé,84
France,Rosé,84
France,Pinot Noir,84
France,Riesling,91
France,Riesling,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,90
France,Malbec,90
France,Gamay,90
France,Rosé,88
France,Negrette,88
France,Red Blend,88
France,Sauvignon Blanc,88
France,Rosé,88
France,Cabernet Franc,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style White Blend,88
France,Sauvignon Blanc,87
France,Auxerrois,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Pinot Noir,90
France,Pinot Blanc,90
France,Red Blend,92
France,Rosé,92
France,Rosé,92
France,Malbec,92
France,Rosé,92
France,Rosé,92
France,Provence red blend,92
France,Rosé,92
France,Rhône-style White Blend,89
France,Rhône-style Red Blend,89
France,Sauvignon Blanc,89
France,Malbec-Merlot,90
France,Malbec-Merlot,90
France,Sauvignon Blanc,90
France,Chardonnay,90
France,Bordeaux-style White Blend,100
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style White Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style White Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,86
France,Rhône-style White Blend,88
France,Rhône-style Red Blend,88
France,Rhône-style Red Blend,88
France,Champagne Blend,90
France,Pinot Noir,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Merlot,90
France,Pinot Noir,90
France,Gamay,90
France,Gamay,90
France,Bordeaux-style Red Blend,87
France,Pinot Noir-Gamay,87
France,Sauvignon Blanc,87
France,Chenin Blanc,87
France,Melon,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style White Blend,87
France,Sauvignon Blanc,87
France,Riesling,91
France,Chardonnay,90
France,Malbec-Merlot,90
France,Gros and Petit Manseng,90
France,Provence red blend,92
France,Provence red blend,92
France,Malbec-Merlot,92
France,Rosé,92
France,Sylvaner,90
France,Chardonnay,90
France,Rosé,90
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style White Blend,97
France,Bordeaux-style Red Blend,97
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,96
France,Riesling,96
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,96
France,Riesling,96
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,96
France,Pinot Gris,96
France,Bordeaux-style White Blend,96
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Red Blend,88
France,Malbec-Merlot,88
France,Rhône-style Red Blend,88
France,Riesling,91
France,Pinot Gris,91
France,Bordeaux-style Red Blend,91
France,Riesling,91
France,Tannat,90
France,Gamay,90
France,Pinot Noir,90
France,Gamay,90
France,Rosé,92
France,Sauvignon Blanc,87
France,Melon,87
France,Bordeaux-style Red Blend,87
France,Cabernet Franc,87
France,Bordeaux-style Red Blend,87
France,Chenin Blanc,87
France,Bordeaux-style White Blend,87
France,Pinot Noir,89
France,Rosé,89
France,Roussanne,89
France,Chardonnay,90
France,Chardonnay,90
France,Rosé,89
France,Rosé,89
France,Rosé,89
France,Pinot Noir,89
France,Pinot Blanc,89
France,Pinot Noir,89
France,Sylvaner,89
France,Auxerrois,89
France,White Blend,89
France,Bordeaux-style Red Blend,96
France,Bordeaux-style Red Blend,95
France,Alsace white blend,95
France,Riesling,95
France,Alsace white blend,95
France,Bordeaux-style Red Blend,95
France,Riesling,95
France,Bordeaux-style Red Blend,95
France,Riesling,95
France,Gewürztraminer,95
France,Riesling,95
France,Bordeaux-style White Blend,95
France,Bordeaux-style Red Blend,95
France,Bordeaux-style White Blend,95
France,Pinot Gris,95
France,Pinot Gris,95
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Sauvignon Blanc,86
France,Rosé,92
France,Rosé,92
France,Rosé,92
France,Malbec-Merlot,88
France,Rosé,88
France,Chardonnay-Sauvignon Blanc,88
France,Red Blend,88
France,White Blend,88
France,Rhône-style White Blend,88
France,Riesling,91
France,Riesling,91
France,Gewürztraminer,91
France,Riesling,91
France,Gewürztraminer,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Gros and Petit Manseng,90
France,Chardonnay,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Sauvignon Blanc,87
France,Bordeaux-style White Blend,89
France,Sauvignon Blanc,89
France,Pinot Blanc,89
France,Pinot Blanc,89
France,Sylvaner,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Riesling,95
France,Gewürztraminer,95
France,Bordeaux-style Red Blend,95
France,Bordeaux-style Red Blend,95
France,Riesling,95
France,Bordeaux-style White Blend,95
France,Bordeaux-style Red Blend,95
France,Bordeaux-style Red Blend,95
France,Riesling,95
France,Bordeaux-style Red Blend,95
France,Alsace white blend,95
France,Riesling,95
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Provence red blend,91
France,Rosé,91
France,Rosé,91
France,Viognier,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Chardonnay,89
France,Sauvignon Blanc,89
France,Pinot Noir,89
France,Riesling,90
France,White Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Malbec,88
France,Malbec,88
France,White Blend,88
France,Rosé,88
France,Bordeaux-style Red Blend,90
France,Malbec,90
France,Chardonnay,89
France,Syrah,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Gamay,89
France,Gamay,89
France,Malbec,89
France,Chardonnay,89
France,Pinot Noir,87
France,Pinot Noir,89
France,Chardonnay,89
France,Alsace white blend,89
France,Auxerrois,89
France,Pinot Blanc,89
France,Pinot Blanc,89
France,Alsace white blend,89
France,Riesling,94
France,Riesling,94
France,Riesling,94
France,Riesling,94
France,Riesling,94
France,Muscat,94
France,Pinot Gris,94
France,Riesling,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Pinot Gris,94
France,Pinot Gris,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style White Blend,94
France,Bordeaux-style Red Blend,86
France,Sauvignon Blanc,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Malbec,88
France,Malbec,88
France,Rosé,87
France,Rosé,87
France,White Blend,87
France,Mauzac,87
France,Gros and Petit Manseng,87
France,Rosé,91
France,Red Blend,91
France,Rosé,91
France,Rosé,91
France,Chardonnay,89
France,Chardonnay,89
France,Chardonnay,89
France,Gewürztraminer,90
France,Gewürztraminer,90
France,Riesling,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Champagne Blend,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Rosé,89
France,Pinot Noir,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Sauvignon Blanc,87
France,Bordeaux-style White Blend,94
France,Gewürztraminer,94
France,Pinot Gris,94
France,Riesling,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style White Blend,94
France,Bordeaux-style Red Blend,94
France,Riesling,94
France,Riesling,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Gewürztraminer,94
France,Pinot Noir,94
France,Riesling,94
France,Bordeaux-style Red Blend,94
France,Pinot Noir,89
France,Rosé,89
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Gros and Petit Manseng,87
France,Malbec-Merlot,87
France,Bordeaux-style White Blend,87
France,Rhône-style Red Blend,87
France,Tannat-Merlot,87
France,Rosé,91
France,Rosé,91
France,Tannat-Cabernet,91
France,Bordeaux-style Red Blend,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Gros Manseng,91
France,Gamay,89
France,Chardonnay,89
France,Malbec,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Chardonnay,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Blanc,89
France,Riesling,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Riesling,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Pinot Gris,90
France,Sylvaner,90
France,Melon,89
France,Sauvignon Blanc,87
France,Pinot Noir,87
France,Melon,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Chenin Blanc,87
France,Sauvignon Blanc,86
France,Riesling,94
France,Riesling,94
France,Bordeaux-style Red Blend,94
France,Gewürztraminer,94
France,Gewürztraminer,94
France,Alsace white blend,94
France,Bordeaux-style Red Blend,94
France,Roussanne,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Chardonnay,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Chardonnay,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Rosé,91
France,Rosé,91
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Red Blend,87
France,Fer Servadou,87
France,Chenin Blanc-Chardonnay,87
France,Rhône-style Red Blend,87
France,Rhône-style White Blend,87
France,Champagne Blend,89
France,Chenin Blanc,89
France,Champagne Blend,89
France,Pinot Noir,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Pinot Blanc,89
France,Pinot Noir,89
France,Pinot Blanc,89
France,Chardonnay,89
France,Chardonnay,89
France,Pinot Blanc,89
France,Pinot Blanc,89
France,Riesling,90
France,Sylvaner,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Melon,86
France,Bordeaux-style Red Blend,86
France,Merlot,86
France,Pinot Noir,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Red Blend,93
France,Alsace white blend,93
France,Pinot Gris,93
France,Muscat,93
France,Pinot Noir,88
France,Chenin Blanc,89
France,Chardonnay,89
France,Rosé,91
France,Bordeaux-style Red Blend,85
France,Bordeaux-style White Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style White Blend,85
France,Rhône-style Red Blend,87
France,Rhône-style White Blend,87
France,Rhône-style Red Blend,87
France,White Blend,87
France,Rhône-style White Blend,87
France,Malbec,87
France,Rhône-style Red Blend,87
France,Negrette,87
France,Red Blend,87
France,Rosé,87
France,Chardonnay,89
France,Chardonnay,89
France,Malbec,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style White Blend,88
France,Rosé,89
France,Rosé,89
France,Sylvaner,89
France,Chardonnay,89
France,Sylvaner,89
France,Alsace white blend,89
France,Pinot Noir,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style White Blend,93
France,Bordeaux-style Red Blend,93
France,Gewürztraminer,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Gewürztraminer,93
France,Gewürztraminer,93
France,Pinot Noir,90
France,Bordeaux-style Red Blend,90
France,Riesling,90
France,Cabernet Sauvignon,87
France,Rosé,87
France,Negrette,87
France,Red Blend,87
France,Malbec,87
France,Rhône-style Red Blend,87
France,Bordeaux-style Red Blend,86
France,Cabernet Franc,86
France,Sauvignon Blanc,86
France,Bordeaux-style White Blend,86
France,Sauvignon Blanc,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Rosé,86
France,Rosé,91
France,Rosé,91
France,Red Blend,91
France,Rosé,91
France,Rosé,91
France,Rosé,91
France,Pinot Noir,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Pinot Noir,88
France,Sauvignon Blanc,88
France,Champagne Blend,88
France,Chardonnay,88
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Rosé,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Rosé,88
France,Rosé,88
France,Chardonnay,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style White Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Alsace white blend,93
France,Gewürztraminer,93
France,Riesling,93
France,Riesling,93
France,Riesling,93
France,Sauvignon Blanc,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Rosé,86
France,Sauvignon Blanc,86
France,Sauvignon Blanc,86
France,Rosé,86
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Chardonnay,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Chasselas,90
France,Pinot Blanc,90
France,Riesling,90
France,Riesling,90
France,Riesling,90
France,Bordeaux-style Red Blend,90
France,Sauvignon Blanc,88
France,Rosé,88
France,Pinot Noir,88
France,Provence red blend,90
France,Rosé,90
France,Rosé,90
France,Bordeaux-style Red Blend,87
France,Champagne Blend,88
France,Bordeaux-style White Blend,88
France,Chardonnay,88
France,Chardonnay,88
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Rosé,90
France,Rosé,90
France,Rosé,90
France,Pinot Noir,88
France,Chardonnay,88
France,Chardonnay,88
France,Grenache-Syrah,88
France,Rhône-style Red Blend,88
France,Rosé,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Riesling,93
France,Riesling,93
France,Riesling,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Bordeaux-style Red Blend,93
France,Pinot Gris,93
France,Bordeaux-style Red Blend,93
France,Gewürztraminer,93
France,Muscat,93
France,Pinot Noir,88
France,Pinot Blanc,88
France,Pinot Noir,88
France,Pinot Blanc,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Riesling,88
France,Pinot Noir,88
France,Alsace white blend,88
France,Rosé,88
France,Rosé,88
France,Chardonnay,88
France,Chardonnay,88
France,Sauvignon Blanc,88
France,Champagne Blend,88
France,Chardonnay,88
France,Chardonnay,88
France,Champagne Blend,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Chardonnay,88
France,Champagne Blend,88
France,Bordeaux-style Red Blend,88
France,Rosé,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Sauvignon Blanc,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Pinot Gris,89
France,Gewürztraminer,89
France,Gewürztraminer,89
France,Bordeaux-style Red Blend,89
France,White Blend,87
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,83
France,Bordeaux-style Red Blend,83
France,Bordeaux-style Red Blend,83
France,Provence red blend,90
France,Bordeaux-style White Blend,90
France,Rosé,90
France,Rosé,90
France,Rosé,88
France,Rosé,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Sylvaner,88
France,Pinot Blanc,88
France,Pinot Blanc,88
France,Alsace white blend,88
France,Riesling,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Riesling,93
France,Riesling,93
France,Pinot Gris,93
France,Riesling,93
France,Gewürztraminer,93
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Pinot Noir,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Sauvignon Blanc,88
France,Champagne Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Pinot Noir,88
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Chardonnay,88
France,Champagne Blend,88
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Chenin Blanc,85
France,Sauvignon Blanc,85
France,Rosé,89
France,Pinot Blanc,89
France,Rosé,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Rosé,89
France,Rosé,87
France,Malbec,87
France,Bordeaux-style White Blend,87
France,Red Blend,86
France,White Blend,86
