US,Pinot Noir,90
US,Zinfandel,90
Spain,Albariño,90
US,Syrah,90
US,Malvasia Bianca,90
US,Pinot Noir,89
Greece,White Blend,89
Spain,Sparkling Blend,89
Greece,Assyrtiko,89
Greece,Malagouzia,89
Chile,Carmenère,89
France,Bordeaux-style Red Blend,89
US,Sangiovese,89
Spain,Tempranillo,89
Chile,Red Blend,89
US,Bordeaux-style Red Blend,89
US,Pinot Noir,89
Spain,Tempranillo Blend,89
US,Syrah,89
US,Viognier,89
US,Pinot Noir,89
Italy,Red Blend,89
Italy,Red Blend,89
Portugal,Touriga Nacional,89
US,Chardonnay,89
US,Pinot Noir,89
Chile,Cabernet Sauvignon-Cabernet Franc,89
Greece,Agiorgitiko,89
US,Pinot Noir,89
France,Rhône-style Red Blend,89
Spain,Tinta de Toro,89
Italy,Sangiovese,89
Italy,Red Blend,89
US,Cabernet Sauvignon,89
Chile,Red Blend,89
US,Chardonnay,88
US,Syrah,88
US,Pinot Noir,88
US,Picpoul,88
Argentina,Bordeaux-style Red Blend,88
US,Bordeaux-style Red Blend,88
US,Zinfandel,88
US,Zinfandel,88
Spain,Godello,88
Spain,Red Blend,87
Argentina,Malbec,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
US,Chardonnay,87
US,Malbec,87
US,Chardonnay,87
US,Riesling,87
US,Riesling,87
US,Cabernet Franc,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
US,Gewürztraminer,87
US,Merlot,87
US,Cabernet Sauvignon,87
US,Cabernet Franc,87
US,Grenache,87
Spain,Sparkling Blend,87
Portugal,Portuguese Red,93
Italy,Nebbiolo,93
US,Zinfandel,93
Italy,Nebbiolo,93
France,Riesling,93
France,Riesling,93
Morocco,Syrah-Grenache,93
Italy,Nebbiolo,93
France,Riesling,93
France,Riesling,93
US,G-S-M,93
US,Mourvèdre,93
France,Riesling,93
US,Zinfandel,93
Italy,Nebbiolo,93
France,Bordeaux-style White Blend,93
US,Syrah,93
US,Cabernet Sauvignon,93
US,Syrah,93
Portugal,Portuguese Red,93
US,Cabernet Sauvignon,93
US,Cabernet Sauvignon,93
US,Petit Verdot,93
US,Cabernet Sauvignon,93
Italy,Nebbiolo,93
France,Riesling,92
France,Riesling,92
France,Riesling,92
Portugal,Portuguese Red,92
Italy,Nebbiolo,92
France,Bordeaux-style Red Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style White Blend,88
US,Chardonnay,88
US,Pinot Noir,88
Romania,Rosé,88
US,Chardonnay,88
US,Rhône-style White Blend,88
US,Merlot,88
Italy,Nebbiolo,88
US,Pinot Noir,88
US,Pinot Noir,88
US,Muscat,88
Italy,Nebbiolo,88
US,Sauvignon Blanc,88
US,Pinot Noir,88
Italy,Nebbiolo,88
Spain,Tempranillo,88
Spain,Tempranillo Blend,88
France,Chenin Blanc-Chardonnay,88
US,Cabernet Sauvignon-Merlot,88
US,Red Blend,88
Italy,Nebbiolo,88
France,Sauvignon Blanc,88
US,Pinot Grigio,88
US,Mourvèdre,88
US,Chardonnay,88
Argentina,Cabernet Sauvignon,88
France,Pinot Noir,92
France,Chardonnay,92
US,Chardonnay,92
US,Rhône-style Red Blend,92
US,Sparkling Blend,92
US,Pinot Noir,92
Italy,Pinot Bianco,92
Portugal,Alvarinho,92
Portugal,Portuguese White,92
US,Pinot Noir,92
Italy,Garganega,92
Italy,Sauvignon,92
France,Malbec,92
France,Bordeaux-style Red Blend,92
US,Cabernet Sauvignon,92
US,Syrah,92
France,Chardonnay,91
France,Bordeaux-style Red Blend,91
France,Chardonnay,91
US,Pinot Noir,91
France,Pinot Noir,91
Portugal,Touriga Nacional,91
US,Pinot Gris,91
US,Syrah,91
France,Gros and Petit Manseng,91
US,Pinot Noir,91
Italy,Sauvignon,91
Italy,Pinot Grigio,91
US,Pinot Noir,91
US,Zinfandel,91
US,Syrah,94
US,Riesling,94
Italy,Red Blend,94
US,Riesling,94
US,Pinot Noir,94
New Zealand,Chardonnay,94
US,Pinot Noir,94
US,Pinot Noir,94
US,Pinot Noir,94
US,Pinot Noir,94
US,Pinot Noir,94
Italy,Garganega,94
Italy,Garganega,94
US,Cabernet Sauvignon,94
US,Pinot Noir,94
US,Cabernet Sauvignon,94
US,Sparkling Blend,94
US,Pinot Noir,94
France,Tannat-Cabernet,94
US,Syrah,94
France,Provence red blend,94
Spain,Tempranillo Blend,94
France,Rosé,94
Spain,Red Blend,94
US,Cabernet Sauvignon,94
France,Provence red blend,94
Argentina,Cabernet Sauvignon,94
France,Rosé,94
France,Malbec,94
US,Chardonnay,94
Italy,Nebbiolo,91
Germany,Riesling,91
US,Cabernet Sauvignon,91
Spain,Albariño,91
US,Sauvignon Blanc,91
Portugal,Alicante Bouschet,91
US,Rhône-style White Blend,91
US,Pinot Noir,91
US,Syrah,91
Italy,Nebbiolo,91
Italy,Nebbiolo,91
US,Cabernet Sauvignon,91
Italy,Nebbiolo,91
US,Pinot Noir,91
Portugal,Rhône-style Red Blend,91
Portugal,Aragonês,91
US,Chardonnay,91
US,Chardonnay,91
Germany,Silvaner,91
Italy,Nebbiolo,91
US,Chardonnay,91
US,Pinot Noir,91
France,Chardonnay,91
Portugal,Portuguese Red,91
US,Sparkling Blend,91
Israel,Cabernet Sauvignon,91
US,Chardonnay,91
US,Pinot Noir,91
Italy,Nebbiolo,91
Spain,Tempranillo,91
US,Red Blend,90
US,Ugni Blanc,90
US,Grüner Veltliner,90
France,Pinot Noir,90
France,Pinot Noir,90
US,Pinot Noir,90
Italy,Frappato,90
Germany,Lemberger,90
France,Sylvaner,90
France,Chasselas,90
France,Alsace white blend,90
US,Pinot Gris,90
US,Pinot Noir,90
France,Pinot Noir,90
Italy,White Blend,90
Italy,White Blend,90
US,Albariño,90
Italy,Greco,90
Germany,Riesling,90
US,Cabernet Sauvignon,90
US,Cabernet Sauvignon,90
US,Merlot,90
US,Red Blend,90
Spain,Tempranillo,90
Germany,Früburgunder,90
Spain,Tempranillo,90
US,Cabernet Sauvignon,90
US,Cabernet Sauvignon,90
US,Rhône-style Red Blend,90
US,Cabernet Sauvignon,90
US,Chardonnay,90
US,Cabernet Sauvignon,90
Italy,Sangiovese,90
US,Malbec,90
Canada,Bordeaux-style Red Blend,90
Spain,Albariño,90
France,Pinot Noir,90
Italy,Sangiovese,90
Italy,Sangiovese,90
Moldova,White Blend,90
Italy,Sangiovese,90
Italy,Sangiovese,90
Italy,Sangiovese,90
US,White Blend,90
France,Rhône-style Red Blend,90
France,Rhône-style Red Blend,90
US,Cabernet Sauvignon,90
US,Sauvignon Blanc,90
US,Chardonnay,90
US,Chardonnay,90
Spain,White Blend,90
Hungary,Kekfrankos,90
Italy,Sangiovese,90
US,Chardonnay,90
US,Cabernet Sauvignon,90
US,Rhône-style Red Blend,90
US,Tempranillo,90
Italy,Sangiovese,90
Italy,Red Blend,90
Italy,Sangiovese,90
US,Cabernet Sauvignon,87
US,Zinfandel,87
US,Cabernet Franc,87
US,Grenache,87
Spain,Sparkling Blend,87
Spain,Tempranillo,87
US,Sauvignon Blanc,87
France,Bordeaux-style Red Blend,87
US,Chardonnay,87
US,Cabernet Sauvignon,87
US,Cabernet Sauvignon,87
US,Rhône-style White Blend,87
Italy,Sangiovese,87
Italy,Sangiovese,87
France,Bordeaux-style White Blend,87
US,Cabernet Sauvignon,87
US,Chardonnay,87
US,White Blend,87
Italy,Vermentino,87
Spain,Sherry,87
Italy,Red Blend,87
US,Riesling,87
Spain,Tempranillo,87
Spain,Sherry,87
Spain,Tempranillo Blend,87
US,Tempranillo,87
Spain,Red Blend,87
Italy,Sangiovese,87
Italy,Sangiovese,87
Italy,Sangiovese,87
Portugal,Rosé,86
Italy,White Blend,86
US,Chardonnay,86
US,Syrah,86
Portugal,Portuguese Red,86
Argentina,Sauvignon Blanc,86
US,Moscato,86
Portugal,Portuguese White,86
US,Rosé,86
US,Aglianico,86
Argentina,Malbec,86
South Africa,Sauvignon Blanc,86
US,Cabernet Sauvignon,86
US,Viognier,86
US,Merlot,86
US,Pinot Noir,86
France,White Blend,86
Argentina,Malbec,86
US,Chardonnay,86
Argentina,Torrontés,86
US,Sauvignon Blanc,86
Portugal,Portuguese Red,86
US,Primitivo,86
Portugal,Touriga Nacional,86
US,Pinot Noir,86
US,Red Blend,86
France,Semillon-Sauvignon Blanc,86
US,Barbera,86
Portugal,Portuguese Red,86
Portugal,Portuguese Rosé,86
US,Pinot Noir,89
Greece,Agiorgitiko,89
France,Grenache-Syrah,89
Italy,Sangiovese,89
France,Red Blend,89
France,White Blend,89
Germany,Riesling,89
Italy,Prié Blanc,89
US,Chardonnay,89
US,Bordeaux-style Red Blend,89
Italy,Cabernet Sauvignon,89
France,Negrette,89
US,Pinot Noir,89
US,Pinot Noir,89
US,Red Blend,89
Portugal,Syrah,89
US,Syrah,89
Italy,Red Blend,89
Italy,Cabernet Sauvignon,89
Spain,Red Blend,89
France,Grenache-Syrah,89
US,Zinfandel,89
Chile,Red Blend,89
US,Syrah,89
US,Zinfandel,89
US,Pinot Noir,89
Spain,Albariño,89
Italy,Red Blend,89
Spain,Tempranillo,89
Spain,Sparkling Blend,89
US,Chardonnay,92
France,Riesling,92
Portugal,Portuguese Red,92
US,Zinfandel,92
US,Bordeaux-style Red Blend,92
US,Cabernet Sauvignon,92
US,Red Blend,92
Canada,Riesling,92
US,Chardonnay,92
Portugal,Portuguese Red,92
US,Chardonnay,92
Portugal,Baga,92
US,Chardonnay,92
US,Syrah,92
US,Chardonnay,92
France,Riesling,92
France,Riesling,92
US,Chardonnay,92
US,Chardonnay,92
Hungary,Furmint,92
Italy,Nebbiolo,92
US,Viognier,92
Italy,Nebbiolo,92
France,Bordeaux-style Red Blend,92
Portugal,Portuguese Red,92
France,Riesling,92
US,Chardonnay,92
Chile,Bordeaux-style Red Blend,92
US,Viognier,92
US,Chardonnay,92
US,Cabernet Franc,90
US,Zinfandel,90
Germany,Riesling,90
France,Pinot Noir,90
France,Pinot Noir,90
US,Pinot Noir,90
US,Pinot Noir,90
Germany,Riesling,90
US,Carignane,90
Italy,White Blend,90
France,Chardonnay,90
France,Sylvaner,90
France,Pinot Noir,90
France,White Blend,90
France,Pinot Blanc,90
US,Pinot Gris,90
Italy,Nero d'Avola,90
US,Zinfandel,90
Italy,Moscato,90
Greece,Assyrtiko,90
US,Pinot Noir,90
US,Chardonnay,90
Italy,Frappato,90
US,Cabernet Sauvignon,90
Spain,Tempranillo,90
Spain,Tempranillo Blend,90
US,Merlot,90
Germany,Riesling,90
US,Cabernet Sauvignon,90
US,Cabernet Sauvignon,90
US,Pinot Noir,94
US,Pinot Noir,94
France,Red Blend,94
US,Cabernet Sauvignon,94
US,Chardonnay,94
US,Chardonnay,94
Italy,Friulano,94
France,Tannat-Cabernet,94
US,Pinot Noir,94
US,Pinot Noir,94
France,Malbec-Merlot,93
US,Pinot Noir,93
Austria,St. Laurent,93
US,Bordeaux-style Red Blend,93
US,Cabernet Sauvignon,93
US,Pinot Noir,93
Spain,Tempranillo,93
Austria,Blauburgunder,93
Austria,Blaufränkisch,93
US,Syrah,93
US,Chardonnay,93
US,Pinot Noir,93
US,Zinfandel,93
US,Chardonnay,93
US,Cabernet Sauvignon,93
Austria,Pinot Noir,93
US,Cabernet Sauvignon,93
US,Zinfandel,93
Spain,Red Blend,93
France,Provence red blend,93
US,Zinfandel,91
US,Chardonnay,91
US,Cabernet Sauvignon,91
Portugal,Portuguese White,91
Italy,Pinot Grigio,91
US,Pinot Noir,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Scheurebe,91
Germany,Riesling,91
Italy,White Blend,91
US,Pinot Gris,91
Portugal,Portuguese Red,91
US,Chardonnay,91
France,Pinot Noir,91
US,Chardonnay,91
US,Red Blend,91
US,Pinot Noir,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Riesling,91
Germany,Riesling,91
US,Sauvignon Blanc,91
Italy,Sauvignon,91
France,Bordeaux-style Red Blend,91
Portugal,Portuguese Red,91
France,Chardonnay,91
US,Cabernet Sauvignon,90
Australia,Pinot Noir,90
Italy,Nebbiolo,90
Portugal,Portuguese Red,90
Italy,Nebbiolo,90
US,Bordeaux-style Red Blend,90
US,Gewürztraminer,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Barbera,90
Spain,Albariño,90
US,Pinot Noir,90
France,Malbec,90
Portugal,Portuguese White,90
US,Gewürztraminer,90
US,Rhône-style White Blend,90
France,Red Blend,90
France,Chardonnay,90
Germany,Riesling,90
US,Cabernet Sauvignon,90
Italy,Barbera,90
US,Tempranillo,90
Italy,Nebbiolo,90
US,Pinot Noir,90
US,Grenache,90
US,Chardonnay,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Australia,Pinot Noir,88
France,Sauvignon Blanc,88
Argentina,Malbec,88
France,Sauvignon Blanc,88
US,Meritage,88
US,Grenache,88
France,Bordeaux-style Red Blend,88
US,Chardonnay,88
France,Sauvignon Blanc,88
Italy,Nebbiolo,88
US,Pinot Noir,88
US,Gewürztraminer,88
France,Sauvignon Blanc,88
US,Pinot Noir,88
US,Pinot Noir,88
US,Viognier,88
Croatia,White Blend,88
Italy,Nebbiolo,88
US,Chardonnay,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
US,Merlot,88
France,Bordeaux-style White Blend,88
US,Pinot Noir,88
US,Chardonnay,88
US,Pinot Noir,88
France,Pinot Noir,88
Spain,Tempranillo,88
US,Cabernet Sauvignon,90
Spain,Sparkling Blend,90
Bulgaria,Mavrud,90
US,Chardonnay,90
US,Pinot Noir,90
US,Pinot Noir,90
US,Cabernet Franc,90
US,Pinot Noir,90
US,Syrah,90
Italy,Sangiovese,90
US,Chardonnay,90
Italy,Sangiovese,90
US,Sauvignon Blanc,90
US,Red Blend,90
US,Chardonnay,90
Canada,Riesling,90
US,Cabernet Franc,90
US,Sangiovese,90
US,Zinfandel,90
US,Sauvignon Blanc,90
US,Bordeaux-style Red Blend,90
Slovenia,Ribolla Gialla,90
US,Charbono,90
Italy,Sangiovese,90
Canada,Pinot Gris,90
US,Cabernet Sauvignon,90
Spain,Palomino,90
Italy,Red Blend,90
US,Tempranillo,90
France,Rosé,90
US,Red Blend,86
South Africa,Sauvignon Blanc,86
Argentina,Torrontés,86
Argentina,Malbec-Cabernet Sauvignon,86
South Africa,Sauvignon Blanc,86
US,Red Blend,85
France,Rosé,85
France,Red Blend,85
US,Cabernet Sauvignon,85
France,Pinot Noir-Gamay,85
Italy,Pinot Nero,85
Portugal,Portuguese Red,85
France,Rosé,85
France,Malbec,85
South Africa,Sauvignon Blanc,85
US,Cabernet Sauvignon,85
US,Merlot,85
Argentina,Malbec,85
Italy,Garganega,85
Argentina,White Blend,85
Portugal,Portuguese Red,85
South Africa,Chardonnay,85
Argentina,Bordeaux-style Red Blend,85
Spain,Red Blend,85
South Africa,Sauvignon Blanc,85
France,Rhône-style Red Blend,85
Argentina,Sparkling Blend,85
US,Cabernet Sauvignon,85
Bulgaria,Chardonnay,85
Israel,Chardonnay,85
France,Malbec,89
Spain,Red Blend,89
US,Chardonnay,89
US,Riesling,89
US,Chardonnay,89
France,Gros Manseng,89
US,Tempranillo,89
Italy,Red Blend,89
US,Petit Verdot,89
Italy,Red Blend,89
Chile,Cabernet Sauvignon,89
US,G-S-M,89
US,Pinot Noir,89
US,Pinot Gris,89
Chile,Pinot Noir,89
Italy,Red Blend,89
Chile,Syrah,89
US,Pinot Noir,89
US,Syrah,89
Italy,Cabernet Franc,89
Chile,Cabernet Sauvignon,89
US,Riesling,89
US,Rosé,89
US,Red Blend,89
Italy,Red Blend,89
Portugal,Portuguese Red,89
Portugal,Portuguese Red,89
Portugal,Portuguese Red,89
Chile,Sauvignon Blanc,89
France,White Blend,89
Italy,Sangiovese,87
Italy,Sangiovese,87
US,Cabernet Sauvignon,87
Italy,Sangiovese,87
US,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
US,Bordeaux-style Red Blend,87
Italy,Red Blend,87
US,Primitivo,87
US,Red Blend,87
US,Merlot,87
France,Bordeaux-style Red Blend,87
US,Syrah,87
US,Sauvignon Blanc,87
US,Cabernet Sauvignon,87
US,Rhône-style White Blend,87
US,Syrah,87
US,Red Blend,87
US,Bordeaux-style Red Blend,87
US,Pinot Blanc,87
US,Zinfandel,87
US,Red Blend,87
US,Chardonnay,87
US,Gewürztraminer,87
US,Cabernet Sauvignon,87
France,Bordeaux-style Red Blend,87
Italy,Moscato,90
Greece,Assyrtiko,90
US,Pinot Noir,90
US,Chardonnay,90
Italy,Frappato,90
France,Chardonnay,90
France,Sylvaner,90
France,Pinot Noir,90
France,White Blend,90
France,Pinot Blanc,90
Italy,White Blend,90
US,Pinot Gris,90
US,Cabernet Sauvignon,90
US,Riesling,90
Italy,Nerello Mascalese,90
Australia,Shiraz,90
US,Merlot,90
US,Cabernet Sauvignon,90
US,Negroamaro,90
US,Mourvèdre,90
US,Barbera,90
US,Red Blend,90
US,Tempranillo,90
Chile,Red Blend,90
Spain,Tempranillo Blend,90
US,Rhône-style Red Blend,90
US,Zinfandel,90
US,Syrah,90
Germany,Riesling,90
US,Cabernet Franc,90
US,Cabernet Sauvignon,90
Spain,Sparkling Blend,90
US,Champagne Blend,90
US,Merlot,90
Spain,Sparkling Blend,90
US,Cabernet Sauvignon,90
US,Pinot Noir,90
France,Chardonnay,90
France,Romorantin,90
France,Sauvignon Blanc,90
US,Pinot Noir,90
Canada,Syrah,90
Bulgaria,Syrah,90
France,Pinot Noir,90
France,Sauvignon Blanc,90
US,Pinot Noir,90
Italy,Sangiovese,90
France,Rosé,90
Spain,Godello,90
Spain,Palomino,90
Italy,Red Blend,90
US,Tempranillo,90
Italy,Sangiovese,90
Italy,Red Blend,90
Spain,Tempranillo,90
Italy,Red Blend,90
Italy,Red Blend,90
Italy,Sangiovese,90
Italy,Red Blend,90
US,Cabernet Sauvignon,90
US,Viognier,92
US,Chardonnay,92
US,Chardonnay,92
Chile,Bordeaux-style Red Blend,92
Italy,Nebbiolo,92
France,Riesling,92
Italy,Nebbiolo,92
Italy,Nebbiolo,92
US,Zinfandel,92
US,Chardonnay,92
Italy,Pinot Nero,92
Italy,Nebbiolo,92
Portugal,Portuguese Red,92
Portugal,Portuguese Red,92
France,Riesling,92
US,Riesling,92
US,Syrah,92
US,Cabernet Sauvignon,92
US,Merlot,92
US,Syrah-Cabernet Sauvignon,92
US,Cabernet Sauvignon,92
US,Rhône-style Red Blend,92
Chile,Red Blend,92
US,Riesling,92
US,Red Blend,92
US,Cabernet Sauvignon,92
US,Chardonnay,92
Italy,White Blend,92
Italy,Red Blend,92
France,Gewürztraminer,92
Argentina,Malbec,93
US,Syrah,93
US,Chardonnay,93
France,Tannat-Cabernet,93
US,Syrah,93
US,Syrah,93
US,Chardonnay,93
France,Rosé,93
France,Rosé,93
France,Malbec,93
France,Rosé,93
France,Rosé,93
US,Cabernet Sauvignon,93
US,Sauvignon Blanc,93
US,Red Blend,93
US,Chardonnay,93
US,Cabernet Sauvignon,93
US,Syrah,93
US,Pinot Noir,93
Spain,Sherry,93
US,Pinot Noir,93
US,Sparkling Blend,93
France,Tannat-Merlot,93
US,Syrah,93
Spain,Tempranillo,93
US,Pinot Noir,93
US,Chardonnay,93
US,Pinot Noir,93
US,Pinot Noir,93
US,Pinot Noir,93
Italy,Red Blend,89
Portugal,Portuguese Red,89
Portugal,Portuguese Red,89
Portugal,Portuguese Red,89
France,Duras,89
US,Red Blend,89
Chile,Sauvignon Blanc,89
France,White Blend,89
Chile,Sauvignon Blanc,89
US,Chardonnay,89
Spain,Garnacha,89
US,Rhône-style Red Blend,89
Germany,Pinot Gris,89
Chile,Red Blend,89
Italy,Red Blend,89
US,Sparkling Blend,89
Italy,Red Blend,89
US,Pinot Gris,89
Chile,Cabernet Sauvignon,89
Italy,Cabernet Sauvignon,89
Portugal,Tinta Francisca,89
Italy,Red Blend,89
US,Rosé,89
US,Cabernet Sauvignon,89
Italy,Red Blend,89
Italy,Red Blend,89
US,Pinot Noir,89
Portugal,Portuguese Red,89
US,Pinot Noir,89
Greece,White Blend,89
Italy,Nebbiolo,90
US,Tempranillo,90
Portugal,Portuguese Red,90
US,Red Blend,90
Spain,Tempranillo Blend,90
Italy,Barbera,90
Israel,Cabernet Sauvignon,90
US,Pinot Noir,90
Germany,Riesling,90
US,Pinot Noir,90
Israel,Cabernet Sauvignon,90
Italy,Nebbiolo,90
Portugal,Portuguese White,90
US,Chardonnay,90
Israel,Red Blend,90
US,Chardonnay,90
US,Pinot Noir,90
Israel,Cabernet Sauvignon,90
Italy,Nebbiolo,90
US,Cabernet Sauvignon,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Italy,Nebbiolo,90
Spain,Tempranillo,90
Italy,Nebbiolo,90
Australia,Pinot Noir,90
US,Pinot Noir,90
US,Sparkling Blend,90
Italy,Garganega,85
US,Chardonnay,85
Israel,Chardonnay,85
Portugal,Portuguese White,85
Portugal,Portuguese White,85
Portugal,Alicante Bouschet,85
Portugal,Portuguese Sparkling,85
France,Sauvignon Blanc,85
France,White Blend,85
Argentina,Malbec,85
Portugal,Portuguese Sparkling,85
US,Chardonnay,85
US,Pinot Grigio,85
Portugal,Portuguese Sparkling,85
Portugal,Portuguese Red,85
Portugal,Portuguese Sparkling,85
South Africa,Chardonnay,85
Argentina,Malbec,85
South Africa,Chenin Blanc,85
France,Rhône-style White Blend,85
US,Cabernet Sauvignon,85
South Africa,Sauvignon Blanc,85
France,Rosé,85
France,Bordeaux-style White Blend,85
France,Chardonnay,85
Portugal,Portuguese Red,85
Portugal,Portuguese Red,85
France,White Blend,85
US,Chardonnay,85
Italy,Garganega,85
Germany,Riesling,91
US,Pinot Noir,91
Italy,White Blend,91
US,Pinot Noir,91
France,Gamay,91
Portugal,Portuguese Red,91
Portugal,Portuguese Red,91
Portugal,Portuguese Red,91
US,Pinot Noir,91
US,Syrah,91
Portugal,Portuguese Red,91
Portugal,Portuguese Red,91
Germany,Riesling,91
Portugal,Portuguese Red,91
France,Bordeaux-style Red Blend,91
France,Gamay,91
Germany,Lemberger,91
Chile,Red Blend,91
Chile,Red Blend,91
Italy,Turbiana,91
US,Pinot Noir,91
Chile,Petit Verdot,91
Italy,Red Blend,91
Portugal,Portuguese Red,91
US,Pinot Noir,91
Portugal,Portuguese White,91
Portugal,Petite Verdot,91
Portugal,Touriga Nacional,91
Portugal,Portuguese Red,91
US,Pinot Noir,91
Italy,Nebbiolo,88
Italy,Nebbiolo,88
US,Pinot Noir,88
US,Merlot,88
US,Pinot Noir,88
US,Cabernet Franc,88
US,Bordeaux-style Red Blend,88
Argentina,Torrontés,88
US,Bordeaux-style Red Blend,88
Argentina,Cabernet Franc,88
Portugal,Portuguese Red,88
Bulgaria,Pinot Noir,88
US,Mourvèdre,88
Italy,Nebbiolo,88
Argentina,Torrontés,88
Spain,Mencía,88
Australia,Chardonnay,88
US,Merlot,88
Croatia,Posip,88
US,Zinfandel,88
France,Bordeaux-style Red Blend,88
Romania,Pinot Noir,88
US,Chardonnay,88
France,Sauvignon Blanc,88
US,Fumé Blanc,88
France,Sauvignon Blanc,88
Italy,Nebbiolo,88
US,Pinot Noir,88
Italy,Nebbiolo,88
US,Pinot Noir,88
US,Merlot,87
US,Cabernet Sauvignon,87
US,Chardonnay,87
US,Zinfandel,87
US,Nebbiolo,87
US,Cabernet Sauvignon,87
Spain,Monastrell,87
France,Bordeaux-style Red Blend,87
